file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/0021.mp4,1280,720,0.367808,146.193,52.7297,0.32214,128.041,49.0139,0.310052,123.237,50.3346,0.247707,0.521142,0.194811,0.500047,0.646523,0.35357,0.760703,1,0.0318889,0.0322201,0.326391,0.0234088,0.00465572,0.0085254,0.133001,0.0749251,0.499501,0.384,0,0,0.34153,0.121538,0.536688,0.0803725,0.179465
bin/data/videos_100/0022.mp4,640,360,0.364168,96.5025,24.2799,0.331078,87.7336,25.4371,0.304754,80.758,29.4013,0.296945,0.351124,0.0984592,0.502799,0.646699,0.358899,0.808463,1,0.138592,0.145057,0.0341809,0.00177502,0,0.000647329,0.121378,0.075,0.5,0.096,0,0,0.445259,0.0911048,0.463219,0.0400167,0.0624509
bin/data/videos_100/0023.mp4,1280,720,0.345936,116.746,28.6249,0.331743,111.956,30.7551,0.322321,108.776,28.3036,0.306844,0.443085,0.116265,0.502354,0.647882,0.356826,0.774353,1,0.143404,0.150342,0.158627,0.0133511,0.00381422,0.0135608,0.0968123,0.0749251,0.499501,0.384,0,0,0.40881,0.158388,0.432578,0.0166031,0.0632106
bin/data/videos_100/0024.mp4,1280,720,0.391009,87.8406,40.7993,0.325508,73.1257,42.6197,0.283484,63.6851,42.0319,0.167537,0.299659,0.161591,0.498546,0.644525,0.352567,0.761926,1,0.0877118,0.0902666,0.0729226,0.00680133,0.00113058,0.0173345,0.0889075,0.0625,0.416667,0.384,0,0,0.615665,0.0572421,0.32681,0.245054,0.045069
bin/data/videos_100/0025.mp4,1280,720,0.362807,147.999,36.8568,0.34001,138.699,41.6353,0.297183,121.229,41.1745,0.306145,0.546876,0.149199,0.506397,0.657358,0.355436,0.734266,1,0.0670717,0.0685484,0.147582,0.00797143,0.0146252,0.0125557,0.139767,0.0749251,0.499501,0.384,0,0,0.825974,0.067131,0.106729,0.706166,0.0731832
bin/data/videos_100/0026.mp4,1280,720,0.362795,84.0695,36.7364,0.322698,74.7778,35.3878,0.314507,72.8797,33.63,0.325774,0.303227,0.138647,0.503146,0.653348,0.352944,0.747824,1,0.0578442,0.0589416,0,0,0,0,0.115724,0.0749251,0.499501,0.384,0,0,0.121793,0.0182625,0.859655,0.04363,0.0774074
bin/data/videos_100/0027.mp4,1280,720,0.387796,149.567,10.4017,0.312923,120.69,12.3358,0.299281,115.428,12.8836,0.270082,0.504712,0.0452627,0.51453,0.676917,0.352143,0.712474,1,0.0649185,0.066296,0.818165,0.0879436,0.00456871,0.0626513,0.105317,0.0749251,0.499501,0.384,0,0,0.184421,0.067423,0.747974,0.00621345,0.0518645
bin/data/videos_100/0028.mp4,1280,720,0.360643,126.978,34.3724,0.339866,119.662,32.1494,0.299491,105.447,28.606,0.223371,0.471359,0.126513,0.508059,0.666538,0.349581,0.69769,1,0.13649,0.142749,0.0119936,0.000609178,0,0.000452555,0.0956123,0.0749251,0.499501,0.384,0,0,0.264192,0.110081,0.62558,0.0160889,0.0829675
bin/data/videos_100/0029.mp4,1280,720,0.352516,136.229,49.3569,0.329058,127.164,53.5538,0.318425,123.055,62.2347,0.511694,0.507389,0.207666,0.510176,0.670483,0.349869,0.733903,1,0.286319,0.315286,0.453013,0.0279375,0.000421408,0.00793981,0.105479,0.06,0.4,0.384,0,0,0.296728,0.0514825,0.651366,0.0893384,0.0421272
bin/data/videos_100/0030.mp4,1280,720,0.332377,136.819,51.6891,0.329816,135.765,52.0115,0.337807,139.055,54.4465,0.32549,0.535025,0.203065,0.506051,0.664782,0.34732,0.722026,1,0.238438,0.258248,0.0488,0.00258307,0,0.00827307,0.0839565,0.0599401,0.3996,0.384,0,0,0.600075,0.103912,0.295614,0.286,0.0703486
bin/data/videos_100/0031.mp4,1280,720,0.309333,90.7116,47.0797,0.326739,95.816,51.6158,0.363928,106.722,61.4363,0.827276,0.374532,0.196961,0.493717,0.646654,0.34078,0.975207,1,0.13006,0.135785,0.0698849,0.00742993,0.000706928,0.00562513,0.0797195,0.0749251,0.499501,0.384,0,0,0.394946,0.0976474,0.507305,0.192082,0.147896
bin/data/videos_100/0032.mp4,1280,720,0.415855,166.288,26.1092,0.301689,120.636,21.5416,0.282456,112.946,20.2438,0.137509,0.522996,0.0867087,0.493139,0.64446,0.341818,0.948938,1,0.12189,0.126905,0.0403374,0.00266451,0.00165017,0.00359381,0.109368,0.0599401,0.3996,0.384,0,0,0.577611,0.102549,0.319655,0.144664,0.113083
bin/data/videos_100/0033.mp4,1280,720,0.336317,150.077,16.4648,0.33128,147.829,17.2797,0.332403,148.33,18.3457,0.093851,0.582483,0.0669891,0.480112,0.625546,0.334677,0.904216,1,0.322576,0.360606,0.015739,0.000662522,0.000143082,0.00144401,0.0722654,0.0749251,0.499501,0.384,0,0,0.139772,0.147269,0.712814,0.00386321,0.583375
bin/data/videos_100/0034.mp4,1280,720,0.348233,123.103,30.1883,0.34759,122.876,29.7387,0.304177,107.529,26.6499,0.173505,0.475129,0.115225,0.478642,0.625431,0.331852,0.891612,1,0.059873,0.06107,0.444934,0.0154578,0,0.0325253,0.0978292,0.0749251,0.499501,0.384,0,0,0.301486,0.0554114,0.642827,0.0429515,0.231452
bin/data/videos_100/0035.mp4,1280,720,0.413908,105.791,71.3076,0.360677,92.1857,54.5309,0.225415,57.614,30.3226,0.187209,0.361765,0.210355,0.474329,0.620094,0.328563,0.905197,1,0.167747,0.177525,0.333571,0.0199302,0.00125,0.0123538,0.0945713,0.0749251,0.499501,0.384,0,0,0.373146,0.061037,0.565638,0.0664286,0.0894623
bin/data/videos_100/0036.mp4,1280,720,0.337247,102.185,53.2457,0.353772,107.192,55.3954,0.308981,93.6206,58.3517,0.608373,0.408228,0.214565,0.477636,0.625107,0.330165,0.889249,1,0.0988866,0.102198,0.0392261,0.00223731,0.00318049,0.00801463,0.145963,0.0625,0.416667,0.384,0,0,0.376714,0.0510784,0.571943,0.217864,0.0538717
bin/data/videos_100/0037.mp4,1280,720,0.345658,97.3418,18.3712,0.358321,100.908,18.4876,0.296022,83.3637,22.6884,1,0.38358,0.0728816,0.486683,0.63649,0.336877,0.969475,1,0.00141457,0.00141522,0.0334543,0.00132087,0,0.0018857,0.170885,0.075,0.5,0.384,0,0,0.64176,0.0240676,0.333768,0.0878678,0.0463838
bin/data/videos_100/0038.mp4,1280,720,0.362145,93.1577,17.7668,0.323935,83.3286,16.8489,0.31392,80.7524,16.788,0.0964727,0.337109,0.0658632,0.485971,0.635673,0.33627,0.960724,1,0.231031,0.249835,0.0739762,0.00743034,0.011889,0.0126182,0.0956568,0.0599401,0.3996,0.384,0,0,0.335907,0.138274,0.525158,0,0.0827647
bin/data/videos_100/0039.mp4,1280,720,0.375186,95.6323,31.2069,0.333905,85.1099,33.8598,0.290909,74.1505,28.948,0.610395,0.341187,0.12525,0.484301,0.633579,0.335024,0.97822,1,0.0373013,0.0377607,0.392799,0.0484656,0.061451,0.0278638,0.111101,0.0625,0.416667,0.384,0,0,0.100394,0.0279089,0.871426,0.000541418,0.0603925
bin/data/videos_100/0040.mp4,1280,720,0.340782,119.389,38.281,0.330034,115.623,38.8753,0.329184,115.325,38.2158,0.0565178,0.45757,0.150901,0.482171,0.630431,0.333911,0.956847,1,0.202795,0.21718,0.038736,0.00172168,0.000764526,0.00453969,0.0965879,0.0749251,0.499501,0.384,0,0,0.616547,0.173199,0.21,0.0553007,0.0918569
