file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/3_1(dog)_(19).mp4,640,480,0.349693,146.2,27.9443,0.322588,134.868,25.1295,0.327719,137.013,34.745,0.164107,0.542933,0.103115,0.39554,0.509445,0.281636,1.05928,1,0.114963,0.119762,0.122578,0.00956097,0.00766111,0.0148442,0.12637,0.0625,0.416667,0.128,0.0581343,0.0338853,0.42262,0.196514,0.380414,0.0666967,0.0747569
bin/data/videos_100/3_1(dog)_(2).mp4,480,360,0.441701,90.1285,38.4757,0.330282,67.3936,31.7545,0.228017,46.5267,22.5517,0.0872827,0.28148,0.119934,0.386225,0.495796,0.276653,1.12802,1,0.0928974,0.0960317,0.134544,0.00931919,0.00074129,0.0122633,0.0698887,0.0749251,0.499501,0.072,0.0719051,0.0262177,0.650587,0.0231335,0.325909,0.369162,0.0442997
bin/data/videos_100/3_1(dog)_(20).mp4,640,360,0.405738,125.53,41.9158,0.3252,100.612,38.4779,0.269062,83.2442,36.4782,0.0615485,0.415845,0.152157,0.380875,0.492248,0.269503,1.02612,1,0.0615337,0.0629013,0.0291224,0.00493773,0,0.00350642,0.0860093,0.0749251,0.499501,0.096,0.248721,0.0405364,0.591238,0.127393,0.280976,0.229437,0.229394
bin/data/videos_100/3_1(dog)_(21).mp4,640,360,0.370314,77.9219,37.2877,0.331131,69.6769,36.565,0.298555,62.8222,38.1461,0.0728371,0.27978,0.143025,0.369571,0.478157,0.260985,0.975899,1,0.213528,0.231159,0.0271795,0.00162035,0.0102564,0.00214178,0.0633989,0.0625,0.416667,0.096,0.112821,0.015427,0.398471,0.0570259,0.54399,0.103077,0.0811216
bin/data/videos_100/3_1(dog)_(22).mp4,320,240,0.349371,105.056,10.0219,0.332551,99.9984,10.8882,0.318078,95.6463,12.4822,0.0569688,0.396042,0.0419892,0.373147,0.480276,0.266018,0.951071,1,0.238712,0.260865,0.014902,0.00079712,0,0.00206997,0.118504,0.0749251,0.499501,0.032,0.210196,0.0219444,0.226325,0.205754,0.567137,0.00156863,0.223467
bin/data/videos_100/3_1(dog)_(23).mp4,480,640,0.342773,95.7646,9.86425,0.342701,95.7445,9.01877,0.314525,87.8726,8.79126,0.388029,0.371891,0.0359223,0.387104,0.49005,0.284159,0.870097,1,0.264277,0,0.0303929,0.00114028,0,0.00519557,0.131454,0.0749251,0.499501,0.128,0.219422,0.0711603,0.26792,0.199463,0.532247,0,0.0941648
bin/data/videos_100/3_1(dog)_(24).mp4,640,480,0.353989,135.803,29.4884,0.323578,124.137,29.419,0.322433,123.697,39.7615,0.0992294,0.500074,0.11603,0.380435,0.477657,0.283213,1.1022,1,0.148781,0.15701,0.210948,0.0198236,0.034713,0.0230464,0.120093,0.0625,0.416667,0.128,0.0640854,0.046568,0.654048,0.127559,0.217948,0.142412,0.0451444
bin/data/videos_100/3_1(dog)_(25).mp4,640,360,0.340107,105.703,49.1203,0.339673,105.569,52.2391,0.32022,99.5225,50.4937,0.152786,0.41131,0.199727,0.379078,0.477245,0.28091,1.07148,1,0.137216,0,0.0396496,0.00154962,0,0.00551262,0.094839,0.0625,0.416667,0.096,0.249424,0.0735124,0.361377,0.166931,0.471231,0.054403,0.118053
bin/data/videos_100/3_1(dog)_(26).mp4,640,360,0.351334,98.8819,12.2102,0.331688,93.3524,11.4462,0.316978,89.2124,11.2957,0.0477348,0.37056,0.0449396,0.38447,0.488748,0.280193,1.01749,1,0.150043,0.158397,0.10151,0.00275345,0,0.00134938,0.121542,0.0599401,0.3996,0.096,0.246746,0.0619333,0.421421,0.125737,0.452321,0,0.130633
bin/data/videos_100/3_1(dog)_(27).mp4,640,360,0.304266,51.589,35.5093,0.382243,64.8102,41.7452,0.31349,53.153,33.1516,0.111088,0.233366,0.150546,0.383114,0.487167,0.279061,1.01232,1,0.0235193,0.0237156,0,0,0,0,0.0668023,0.0625,0.416667,0.096,0,0.00794665,0.416636,0.013618,0.56587,0.00775194,0.0527656
bin/data/videos_100/3_1(dog)_(28).mp4,320,240,0.344322,92.2137,45.8012,0.333005,89.183,46.0665,0.322673,86.4158,46.5299,0.0715107,0.352026,0.180165,0.378198,0.479556,0.276841,1.03742,1,0.0577238,0.0589259,0.0452991,0.00458447,0.000854701,0.00328808,0.0731577,0.0375,0.25,0.032,0.104274,0.0279401,0.34579,0.0285195,0.624836,0.0461538,0.0938878
bin/data/videos_100/3_1(dog)_(29).mp4,640,480,0.284801,74.0199,16.8944,0.356233,92.585,12.4462,0.358966,93.2952,12.6425,0.262403,0.341513,0.0504908,0.382358,0.477896,0.28682,1.20778,0,0.0925523,0.0956641,0.0119136,0.000863587,0,0.000657001,0.10848,0.0749251,0.499501,0.128,0.15041,0.0717207,0.522739,0.0602888,0.4166,0,0.0438556
bin/data/videos_100/3_1(dog)_(3).mp4,640,360,0.372388,94.9614,5.75451,0.334907,85.4034,5.4555,0.292705,74.6416,5.1804,0.0442402,0.341254,0.0215405,0.383442,0.478212,0.288672,1.19325,0,0.356605,0.40763,0.0132275,0.00125207,0.0026455,0.00306567,0.0926891,0.0749251,0.499501,0.096,0,0.0109339,0.115252,0.105547,0.777879,0.0026455,0.33909
bin/data/videos_100/3_1(dog)_(30).mp4,640,480,0.335824,113.252,2.05521,0.33528,113.069,1.98804,0.328896,110.916,2.36948,0.379657,0.442492,0.00791836,0.388864,0.484437,0.293291,1.17875,0,0.11888,0,0.012884,0.000884565,0,0.000582988,0.156958,0.0749251,0.499501,0.128,0,0.0094878,0.163357,0.108587,0.727066,0,0.0894938
bin/data/videos_100/3_1(dog)_(31).mp4,640,480,0.333392,134.991,5.45298,0.328076,132.839,5.38367,0.338532,137.072,5.21795,0.0329431,0.525283,0.0210722,0.387594,0.482467,0.292721,1.12735,0,0.32647,0.368535,0,0,0,0,0.0886702,0.0749251,0.499501,0.128,0.100051,0.0132987,0.0648025,0.0713258,0.86336,0,0.547437
bin/data/videos_100/3_1(dog)_(32).mp4,640,360,0.342828,156.345,4.19136,0.330479,150.714,4.69386,0.326694,148.988,5.62356,0.283205,0.596764,0.0179835,0.392053,0.490162,0.293944,1.09831,1,0.0814004,0.0837763,0.0207987,0.00170265,0,0.000672082,0.128668,0.06,0.4,0.096,0.247088,0.0494382,0.131185,0.103628,0.764355,0.00249584,0.059167
bin/data/videos_100/3_1(dog)_(33).mp4,640,480,0.400127,117.562,29.7473,0.367269,107.908,27.8038,0.232604,68.3417,35.5433,0.416104,0.416688,0.107007,0.40224,0.501735,0.302745,1.0899,0,0.168083,0.178437,0.0453762,0.0019695,0,0.00423016,0.13561,0.0749251,0.499501,0.128,0.0281447,0.0218,0.830129,0.0314863,0.137811,0.859276,0.0471207
bin/data/videos_100/3_1(dog)_(34).mp4,640,480,0.336195,147.603,10.3654,0.332311,145.898,10.6064,0.331494,145.539,10.7436,0.214053,0.574033,0.041321,0.402865,0.501797,0.303933,1.07805,0,0.108705,0.11294,0.0341394,0.00100431,0,0,0.114713,0.0749251,0.499501,0.128,0.0995733,0.0229817,0.165299,0.145511,0.687768,0.00284495,0.108107
bin/data/videos_100/3_1(dog)_(35).mp4,480,360,0.365642,110.501,53.3636,0.335103,101.272,48.9791,0.299255,90.4381,48.7776,0.172231,0.403011,0.194584,0.403449,0.501939,0.30496,1.09682,0,0.0389089,0.0394379,0.0896882,0.00537697,0,0.00320685,0.0989113,0.0599401,0.3996,0.072,0.0925659,0.0330036,0.74898,0.0110522,0.239489,0.533813,0.0413493
bin/data/videos_100/3_1(dog)_(36).mp4,640,360,0.330144,156.414,2.80208,0.3338,158.146,3.43497,0.336056,159.215,3.57331,0.0594154,0.618504,0.0126411,0.39418,0.488613,0.299747,1.05177,0,0.22483,0.243878,0.0407219,0.00223675,0.00323924,0.0102131,0.0763621,0.06,0.4,0.096,0.13466,0.0275608,0.0570547,0.0342559,0.908226,0.00185099,0.365433
bin/data/videos_100/3_1(dog)_(37).mp4,640,360,0.366322,126.95,49.5857,0.334217,115.824,51.227,0.299461,103.779,52.0438,0.0601755,0.461796,0.19865,0.392072,0.486606,0.297538,1.03061,0,0.238756,0.260398,0.0964912,0.0067629,0.000877193,0.00962848,0.0991842,0.0625,0.416667,0.096,0.217544,0.0461527,0.518383,0.194603,0.286137,0.0938597,0.0952017
bin/data/videos_100/3_1(dog)_(38).mp4,640,360,0.37866,112.013,34.3694,0.340448,100.709,35.2003,0.280892,83.0917,39.9757,0.333797,0.400203,0.136341,0.396689,0.494756,0.298623,1.00193,0,0.0397534,0.0403093,0.0680871,0.00476803,0.00185271,0.00682051,0.112206,0.0599401,0.3996,0.096,0.0138953,0.0101338,0.385303,0.0815983,0.532635,0,0.0545395
bin/data/videos_100/3_1(dog)_(39).mp4,640,360,0.338049,172.472,32.3853,0.333254,170.026,36.634,0.328697,167.701,40.5103,1,0.668456,0.139685,0.404211,0.505265,0.303158,0.982747,1,0.0177159,0.0178247,0.163965,0.00773806,0,0.00376082,0.132529,0.0599401,0.3996,0.096,0.0792033,0.0159497,0.164753,0.0431409,0.791643,0.0041686,0.0541227
bin/data/videos_100/3_1(dog)_(4).mp4,640,360,0.368249,121.51,5.63393,0.328864,108.514,7.0602,0.302887,99.9425,8.43671,0.0213604,0.436842,0.0263878,0.404032,0.504823,0.303242,0.978187,0,0.190073,0.203402,0.010453,0.000520969,0,0.000150304,0.064878,0.0749251,0.499501,0.096,0.209059,0.0824284,0.343071,0.201667,0.451777,0.010453,0.527267
bin/data/videos_100/3_1(dog)_(40).mp4,640,360,0.399219,152.027,48.541,0.306445,116.698,47.9491,0.294336,112.086,41.8121,0.232628,0.49686,0.182841,0.411141,0.516157,0.306126,0.940933,1,0.0459523,0.046688,0.0337287,0.00163341,0,0.00490414,0.112863,0.0749251,0.499501,0.096,0.216086,0.0475675,0.588621,0.103135,0.307873,0.208302,0.115772
bin/data/videos_100/3_1(dog)_(5).mp4,320,240,0.370107,93.9714,39.5351,0.329918,83.7674,38.275,0.299975,76.1645,38.4459,0.0635475,0.336936,0.148173,0.407203,0.511156,0.30325,0.943861,1,0.087081,0.0897703,0.0819125,0.00425535,0.00148258,0.0119769,0.0867144,0.0749251,0.499501,0.032,0.10934,0.0131458,0.660542,0.0587459,0.280342,0.418087,0.0782929
bin/data/videos_100/3_1(dog)_(6).mp4,640,480,0.335106,157.874,19.8236,0.324747,152.994,22.366,0.340147,160.249,27.3611,0.0387161,0.608772,0.0860418,0.400512,0.500876,0.300149,0.912152,1,0.249935,0.273582,0,0,0.000451467,0,0.097762,0.0749251,0.499501,0.128,0.178781,0.0778015,0.288382,0.127307,0.583859,0.0433409,0.394429
bin/data/videos_100/3_1(dog)_(7).mp4,640,360,0.378107,128.285,9.31643,0.331134,112.348,7.80425,0.290759,98.6496,8.19407,0.0106488,0.452999,0.0309537,0.399324,0.499497,0.299151,0.903107,1,0.174007,0.185162,0.0135501,0.000819695,0,0.00156225,0.0808751,0.0749251,0.499501,0.096,0.163957,0.0325331,0.323655,0.132685,0.542305,0,0.978446
bin/data/videos_100/3_1(dog)_(8).mp4,640,360,0.484772,158.251,16.8306,0.332175,108.437,13.569,0.183053,59.7567,10.6723,0.0156275,0.46163,0.0543923,0.398409,0.498607,0.298211,0.900101,1,0.236924,0.258114,0.0152672,0.000635635,0,0.00332286,0.0668089,0.0749251,0.499501,0.096,0.244275,0.0893791,0.509903,0.0889987,0.39919,0.290076,0.479941
bin/data/videos_100/3_1(dog)_(9).mp4,640,360,0.375039,124.082,9.43174,0.335654,111.051,7.67023,0.289307,95.7175,7.24138,0.0694018,0.443657,0.0309743,0.397935,0.498226,0.297644,0.895009,1,0.363785,0.416283,0.0117801,0.000977006,0,0.00173493,0.0674886,0.0749251,0.499501,0.096,0.213351,0.0622363,0.339719,0.0738306,0.585141,0.0052356,0.244713
